Title,Identifier,Creators,Supervisors,Lang,Subjects,SubjectsVDP,Date,Institute,FacultyShort,FacultyLong,InstituteShort,InstituteLong,MasterProg,LangNorm
"""... Grete Roede kurs, liksom. Hallo? Kjerring?!"" En kvalitativ studie av menns erfaringer med slankekurs",https://hdl.handle.net/10642/713,"Arnesen, Terese Glemminge","Terragni, Laura",nb,Slanking|Menn|Kosthold|Livsstil,VDP::Medical disciplines: 700::Health sciences: 800::Nutrition: 811|VDP::Medical disciplines: 700::Health sciences: 800::Other health science disciplines: 829,2011,HV - Master i Samfunnsernæring,HV,Fakultet for helsefag,SHA,Institutt for sykepleie og helsefremmende arbeid,Master i Samfunnsernæring,nor
Matmiljø og helsefremmende adferd blant elever på ungdomsskolen. En kvalitativ studie om rektorer og læreres perspektiver,https://hdl.handle.net/10642/3391,"Askim, Signe Erdal","Torheim, Liv Elin|Terragne, Laura",nb,Ungdommer|Ungdomsskoler|Skolemiljø|Matmiljø|Fysisk aktivitet|Stillesitting,,2016,HV - Master i Samfunnsernæring,HV,Fakultet for helsefag,SHA,Institutt for sykepleie og helsefremmende arbeid,Master i Samfunnsernæring,nor
Holdninger til og erfaringer med gjær- og surdeigsbrød blant deltagere i en kostintervensjonsstudie: En kvalitativ studie,https://hdl.handle.net/11250/2770645,"Hallquist, Marit","Garnweidner-Holme, Lisa|Telle-Hansen, Vibeke",nb,Fiber|Brød|Gjær|Surdeig|Helseeffekter|Matvalg,,2021,HV - Master i Samfunnsernæring,HV,Fakultet for helsefag,SHA,Institutt for sykepleie og helsefremmende arbeid,Master i Samfunnsernæring,nor
Omsetning av økologisk mat i dagligvarehandelen,https://hdl.handle.net/10642/737,"Kielland, Ellen","Terragni, Laura|Mosdøl, Annhild",nb,Økologisk mat|Dagligvarehandel,VDP::Technology: 500::Food science and technology: 600,2011,HV - Master i Samfunnsernæring,HV,Fakultet for helsefag,SHA,Institutt for sykepleie og helsefremmende arbeid,Master i Samfunnsernæring,nor
Nutrition literacy hos unge idrettsutøvere,https://hdl.handle.net/10642/1773,"Ellingsdalen, Therese Valderhaug","Pettersen, Kjell Sverre|Strand-Udnæseth, Marianne (Biveileder)|Lundestad, Kristin Brinchmann (Biveileder)",nb,Health literacy|Nutrition literacy|Helsefremmende allmenndannelse|Ernæringskunskap|Idrettsutøvere,VDP::Medisinske Fag: 700::Helsefag: 800::Ernæring: 811,2013,HV - Master i Samfunnsernæring,HV,Fakultet for helsefag,SHA,Institutt for sykepleie og helsefremmende arbeid,Master i Samfunnsernæring,nor
Sykepleieres erfaringer med å bruke empowermentideologien i praksis,https://hdl.handle.net/10642/1243,"Økern, Marit","Eriksson, Rikard|Joranger, Pål|Tallaksen, Dag Willy",nb,Empowerment|Sykepleiepraksis|Rehabilitering|Kronisk lungesyke|Egenrefleksjon|Sykepleiere|Veiledningskompetanse|Pasientmedvirkning,VDP::Medisinske Fag: 700::Helsefag: 800::Sykepleievitenskap: 808,2012,HV - Master i Samfunnsernæring,HV,Fakultet for helsefag,SHA,Institutt for sykepleie og helsefremmende arbeid,Master i Samfunnsernæring,nor
"Melkeforbruk blant unge nordmenn: En studie av kunnskap, holdninger og informasjonskilder",https://hdl.handle.net/10642/1201,"Staib, Martine","Roos, Gun",nb,Kosthold|Ernæring|Informasjonskilder|Melk,VDP::Medisinske Fag: 700::Helsefag: 800::Ernæring: 811,2012,HV - Master i Samfunnsernæring,HV,Fakultet for helsefag,SHA,Institutt for sykepleie og helsefremmende arbeid,Master i Samfunnsernæring,nor
Stressa forhold til mat? En kvalitativ studie om unge idrettsutøveres tanker og holdninger til mat,https://hdl.handle.net/10642/747,"Lundestad, Kristin Brinchmann","Terragni, Laura|Martinsen, Marianne|Sundgot-Borgen, Jorunn",nb,Mat|Holdninger|Idrettsutøvere|Spiseforstyrrelser,VDP::Medical disciplines: 700::Health sciences: 800::Nutrition: 811|VDP::Social science: 200::Psychology: 260,2011,HV - Master i Samfunnsernæring,HV,Fakultet for helsefag,SHA,Institutt for sykepleie og helsefremmende arbeid,Master i Samfunnsernæring,nor
Sosioøkonomiske ulikheter i nordmenns grønnsaksforbruk. En kvantitativ studie av individuelle og miljømessige barrierer for grønnsaksforbruk i ulike sosioøkonomiske grupper,https://hdl.handle.net/10642/1195,"Lorentzen, Ragnhild Reisegg","Mosdøl, Annhild|Bugge, Annechen B.",nb,Kosthold|Grønnsaker|Matvaner|Nordmenn,VDP::Medisinske Fag: 700::Helsefag: 800::Ernæring: 811|VDP::Samfunnsvitenskap: 200::Sosiologi: 220,2012,HV - Master i Samfunnsernæring,HV,Fakultet for helsefag,SHA,Institutt for sykepleie og helsefremmende arbeid,Master i Samfunnsernæring,nor
Skal jeg virkelig servere det her til deg? - Måltidssituasjon hos eldre med tygge- og svelgevansker,https://hdl.handle.net/10642/2052,"Svendsen, Miriam Agnete Ebba Ribbegren","Bye, Asta|Ulven, Stine",nb,Tyggevansker|Måltidssituasjon|Five Aspects Meal Model|Observasjon|Dysfagi|Pasienter|Bosentre|Svelgevansker|Kosthold|Ernæring|Eldre,,2014,HV - Master i Samfunnsernæring,HV,Fakultet for helsefag,SHA,Institutt for sykepleie og helsefremmende arbeid,Master i Samfunnsernæring,nor
Mattilbud for rusmiddelavhengige. En kartlegging og vurdering av mattilbudet ved institusjoner tilknyttet Rusmiddeletaten i Oslo,https://hdl.handle.net/10642/1196,"Nøding, Ingvild Steen","Barikmo, Ingrid",nb,Rusmisbrukere|Mattilbud|Kosthold,VDP::Medisinske Fag: 700::Helsefag: 800::Ernæring: 811|VDP::Samfunnsvitenskap: 200::Sosialt arbeid: 360,2012,HV - Master i Samfunnsernæring,HV,Fakultet for helsefag,SHA,Institutt for sykepleie og helsefremmende arbeid,Master i Samfunnsernæring,nor
Frisklivssentralene - en casestudie med fokus på organisering og praktisering av en frisklivssentral i Akershus,https://hdl.handle.net/10642/1776,"Groeng, Ida Rem","Terragni, Laura",nb,Nasjonalt folkehelsearbeid|Frisklivssentraler|Lavterskeltilbud|Forebyggende helse,,2013,HV - Master i Samfunnsernæring,HV,Fakultet for helsefag,SHA,Institutt for sykepleie og helsefremmende arbeid,Master i Samfunnsernæring,nor
Erfaringer med og holdninger til sped- og småbarnsernæring blant somaliske mødre i Norge - en kvalitativ studie,https://hdl.handle.net/10642/2636,"Amundsen, Marlen","Terragni, Laura|de Paoli, Manuela Marina",nb,Somaliske mødre|Innvandrere|Spedbarnsernæring|Småbarnsernæring|Helsestasjoner|Kulturforskjeller|Kultursensitivitet,VDP::Medisinske Fag: 700::Helsefag: 800::Ernæring: 811,2015,HV - Master i Samfunnsernæring,HV,Fakultet for helsefag,SHA,Institutt for sykepleie og helsefremmende arbeid,Master i Samfunnsernæring,nor
"Kartlegging av mage- og tarmplager og cøliaki blant voksne menn og kvinner i de saharawiske flyktningleirene ved Tindouf, Algerie",https://hdl.handle.net/10642/2631,"Johannessen, Karoline Tjessem","Odden, Nancy",nb,Cøliaki|Flyktningeleirer|Algerie|Mage- og tarmplager|Sahara|Flyktninger|Utmattelse,,2015,HV - Master i Samfunnsernæring,HV,Fakultet for helsefag,SHA,Institutt for sykepleie og helsefremmende arbeid,Master i Samfunnsernæring,nor
"Ernæring for barn og unge i Bærum: En beskrivelse av Bærum kommunes arbeid for å legge til rette for et godt kosthold gjennom arenaene helsestasjon, skolehelsetjeneste, barnehage, skole og SFO.",https://hdl.handle.net/10642/7469,"Skogstad, Maja","Torheim, Liv Elin|Kolbjørnsen, Nina",nb,Ernæringspolitikk|Barnehager|Kostholdsveiledning|Helsestasjon|SFO|Skolehelsetjenesten|Bærum|Ernæringskompetanse|Kartlegging,,2019,HV - Master i Samfunnsernæring,HV,Fakultet for helsefag,SHA,Institutt for sykepleie og helsefremmende arbeid,Master i Samfunnsernæring,nor
Challenges of realising the human right to adequate food of slum dwellers of Banda parish - Kampala city,https://hdl.handle.net/10642/733,"Kikomeko, Kato Peterson","Oshaug, Arne|Rukooko, Byaruhanga",en,Ernæring|Kosthold|Menneskerettigheter|Slumbeboere|Kampala|Nutrition|Adequate food|Slum dwellers,VDP::Medical disciplines: 700::Health sciences: 800::Nutrition: 811,2010,HV - Master i Samfunnsernæring,HV,Fakultet for helsefag,SHA,Institutt for sykepleie og helsefremmende arbeid,Master i Samfunnsernæring,eng
Økologisk mat i Forsvaret - holdninger til økologisk mat og landbruk blant brukerne av Forsvarets messer,https://hdl.handle.net/10642/1338,"Sørum, Helene","Pettersen, Kjell Sverre",nb,Økologisk mat|Holdninger|Forsvaret,VDP::Medisinske Fag: 700::Helsefag: 800::Ernæring: 811,2012,HV - Master i Samfunnsernæring,HV,Fakultet for helsefag,SHA,Institutt for sykepleie og helsefremmende arbeid,Master i Samfunnsernæring,nor
En studie av sensoriske dommeres sensitivitet,https://hdl.handle.net/10642/2859,"Skaret, Josefine","Hersleth, Margrethe|Brevik, Asgeir",nb,Sensorisk analyse|Sensorikk|Sensitivitet|Objektivitet|Bruksfrekvens|Grunnsmakstester,,2015,HV - Master i Samfunnsernæring,HV,Fakultet for helsefag,SHA,Institutt for sykepleie og helsefremmende arbeid,Master i Samfunnsernæring,nor
Evaluering av kostholdet blant saharawiske flyktninger i Algerie: Kartlegging av kostholdets kvalitet samt bruk av tobakk og alkohol,https://hdl.handle.net/10642/2629,"Kaasa, Ida Sophie","Henjum, Sigrun",nb,Kosthold|Alkohol|Tobakk|Samfunnsernæring|Saharawiske flyktninger|Algerie,VDP::Medisinske Fag: 700::Helsefag: 800::Ernæring: 811,2015,HV - Master i Samfunnsernæring,HV,Fakultet for helsefag,SHA,Institutt for sykepleie og helsefremmende arbeid,Master i Samfunnsernæring,nor
Matvaner hos aktive eldre,https://hdl.handle.net/10642/1576,"Grini, Ida Synnøve Bårvåg","Terragni, Laura",nb,Samfunnsernæring|Eldre|Matvaner,VDP::Medisinske Fag: 700::Helsefag: 800::Ernæring: 811,2012,HV - Master i Samfunnsernæring,HV,Fakultet for helsefag,SHA,Institutt for sykepleie og helsefremmende arbeid,Master i Samfunnsernæring,nor
En kvalitativ studie av kvinners tanker om endring av helseatferd,https://hdl.handle.net/10642/717,"Halle, Monica",,nb,Kosthold|Kvinner|Fysisk aktivitet|Livsstil|Endringsprosesser|Helseatferd,VDP::Medical disciplines: 700::Health sciences: 800::Preventive medicine: 804|VDP::Medical disciplines: 700::Health sciences: 800::Nutrition: 811,2010,HV - Master i Samfunnsernæring,HV,Fakultet for helsefag,SHA,Institutt for sykepleie og helsefremmende arbeid,Master i Samfunnsernæring,nor
SAPERE-metoden : pedagogisk metode for sensorisk trening tilpasset norske barnehagebarn i femårsalder,https://hdl.handle.net/10642/746,"Frodahl, Caroline","Pettersen, Sverre|Mosdøl, Annhild",nb,Ernæring|Mat|Sensorisk trening|SAPERE metoden|Pedagogisk oppmerksomhetsteori|Barnehagebarn,VDP::Medical disciplines: 700::Health sciences: 800::Nutrition: 811|VDP::Social science: 200::Psychology: 260,2010,HV - Master i Samfunnsernæring,HV,Fakultet for helsefag,SHA,Institutt for sykepleie og helsefremmende arbeid,Master i Samfunnsernæring,nor
"Betydningen av gode kilder til vitamin D hos unge, friske voksne",https://hdl.handle.net/10642/1008,"Nitter, Rannveig","Ottestad, Inger",nb,Kosthold|Omega-3|D-vitamin|Folkehelse|Kosttilskudd|Fiskeolje|Helseeffekter,VDP::Medisinske Fag: 700::Helsefag: 800::Ernæring: 811,2011,HV - Master i Samfunnsernæring,HV,Fakultet for helsefag,SHA,Institutt for sykepleie og helsefremmende arbeid,Master i Samfunnsernæring,nor
The Norwegian regulations on marketing of foods and beverages to children. In respect of children’s human rights?,https://hdl.handle.net/10642/5221,"Sneve, Jenny Handal","Torheim, Liv Elin|Granheim, Sabrina Ionata",en,Marketing|Human rights|Food Beverages|Self-regulation|Children,,2017,HV - Master i Samfunnsernæring,HV,Fakultet for helsefag,SHA,Institutt for sykepleie og helsefremmende arbeid,Master i Samfunnsernæring,eng
"Hvilke miljøfaktorer i barnehagen kan påvirke barns grønnsaksinntak, og hvordan kan disse miljøfaktorene endres? Utvikling og pretest av potensielle tiltak for å øke grønnsaksinntaket til 3-5 år gamle barn i barnehagen",https://hdl.handle.net/10642/2638,"Eng, Kristin Fjæra","Lien, Nanna|Terragni, Laura|Bjelland, Mona",nb,Barnehager|Barn|Grønnsaksinntak|Matvaner|Tilgjengelighet|Rollemodeller|Miljøfaktorer|Grønnsaker,,2015,HV - Master i Samfunnsernæring,HV,Fakultet for helsefag,SHA,Institutt for sykepleie og helsefremmende arbeid,Master i Samfunnsernæring,nor
Læreres opplevelse av utfordringer i mat og helse-undervisningen på ungdomsskoletrinnet: Med vekt på elevers kostholdspreferanser og -restriksjoner,https://hdl.handle.net/10642/6159,"Johnsen, Vilde Ulversøy","Pettersen, Kjell Sverre|Ask, Anne Merete Selvik",nb,Kostholdspreferanser|Kosthold|Restriksjoner|Allergi|Mat- og helse|Ungdomsskolen|Lærere|Matkultur|Utfordringer|Elever|Undervisning,,2018,HV - Master i Samfunnsernæring,HV,Fakultet for helsefag,SHA,Institutt for sykepleie og helsefremmende arbeid,Master i Samfunnsernæring,nor
Erfaringer fra Treningskontaktprosjektet i Oslo: En kvalitativ undersøkelse av potensialet for økt fokus på sunn ernæring i Støttekontakttjenesten,https://hdl.handle.net/10642/725,"Dahl, Louise Larsen","Garnweider, Lisa|Holck, Marianne",nb,Ernæring|Kosthold|Støttekontakttjenesten|Oslo|Treningskontaktprosjektet|Fysisk aktivitet,VDP::Medical disciplines: 700::Health sciences: 800::Nutrition: 811,2011,HV - Master i Samfunnsernæring,HV,Fakultet for helsefag,SHA,Institutt for sykepleie og helsefremmende arbeid,Master i Samfunnsernæring,nor
Experiences from the establishment of the first human milk bank in Viet Nam,https://hdl.handle.net/10642/5428,"Berger, Mia Kopland","Henjum, Sigrun|Aasen, Ina Landau",en,Human milk banking|Breastfeeding|Amming|Infant nutrition|Barn|Ernæring|Viet Nam|Melkebanker,,2017,HV - Master i Samfunnsernæring,HV,Fakultet for helsefag,SHA,Institutt for sykepleie og helsefremmende arbeid,Master i Samfunnsernæring,eng
Pasienters opplevelser av «Startkurs» som holdes i forkant av fedmekirurgi.,https://hdl.handle.net/10642/6153,"Lied, Karoline Steenbuch","Pettersen, Kjell Sverre|Molin, Marianne",nb,Fedme|Overvekt|Kirurgi|Fedmekirurgi|Brukermedvirkning|Empowerment|Spiseforstyrrelser|Endringsprosesser|Pasienter|Sosial støtte,,2018,HV - Master i Samfunnsernæring,HV,Fakultet for helsefag,SHA,Institutt for sykepleie og helsefremmende arbeid,Master i Samfunnsernæring,nor
Hvordan tar sykehusleger hensyn til pasienters health literacy og mestringsforventning i sin helsekommunikasjon?,https://hdl.handle.net/10642/710,"Fjell, Astrid",,nb,Helsekommunikasjon|Helseinformasjon|Pasienter|Health literacy|Leger|Mestringsforventning|Ernæring|Miljøfag,VDP::Medical disciplines: 700::Health sciences: 800::Other health science disciplines: 829,2010,HV - Master i Samfunnsernæring,HV,Fakultet for helsefag,SHA,Institutt for sykepleie og helsefremmende arbeid,Master i Samfunnsernæring,nor
Kostholdsundersøkelse blant to år gamle norsk-irakiske og norsk-somaliske barn: InnBaKost,https://hdl.handle.net/10642/2860,"Hovdenak, Ingrid Marie","Torheim, Liv Elin|Grewal, Navnit Kaur|Andersen, Lene Frost",nb,Kostholdsundersøkelser|Innvandrere|Kosthold|Ernæring|Barn|Samfunnsernæring,,2015,HV - Master i Samfunnsernæring,HV,Fakultet for helsefag,SHA,Institutt for sykepleie og helsefremmende arbeid,Master i Samfunnsernæring,nor
Mat på asylmottak,https://hdl.handle.net/10642/1507,"Stene, Trude Anita","Terragni, Laura",nb,Matvaner|Matkultur|Asylmottak|Kosthold,VDP::Samfunnsvitenskap: 200::Sosialantropologi: 250,2013,HV - Master i Samfunnsernæring,HV,Fakultet for helsefag,SHA,Institutt for sykepleie og helsefremmende arbeid,Master i Samfunnsernæring,nor
"En kartlegging av kostvaner til gravide kvinner i seks ulike grupper basert på fødeland i Groruddalen, Oslo Øst",https://hdl.handle.net/10642/716,"Tronskar, Eline Hagen","Mosdøl, Annhild",nb,Kostvaner|Gravide|Ernæring|Helse|Innvandrerkvinner|Oslo,VDP::Medical disciplines: 700::Health sciences: 800::Nutrition: 811|VDP::Medical disciplines: 700::Clinical medical disciplines: 750::Gynecology and obstetrics: 756,2010,HV - Master i Samfunnsernæring,HV,Fakultet for helsefag,SHA,Institutt for sykepleie og helsefremmende arbeid,Master i Samfunnsernæring,nor
Skolemåltidets betydning for læringsmiljøet: En kvalitativ studie av innføring av gratis skolemåltid i en liten kommune i Norge,https://hdl.handle.net/10642/8877,"Heim, Greta|Thuestad, Ruth","Molin, Marianne|Brevik, Asgeir",nb,Skolemåltid|Skolefrokost|Skolelunsj|Skolemat|Klassemiljø|Læringsmiljø,,2020,HV - Master i Samfunnsernæring,HV,Fakultet for helsefag,SHA,Institutt for sykepleie og helsefremmende arbeid,Master i Samfunnsernæring,nor
The right to adequate food: An exploration of the role and capacity of Ugandan mothers living in poverty areas of Kampala regarding the realization of right to adequate food,https://hdl.handle.net/10642/1508,"Tenmann, Esther Margareta","Pettersen, Kjell Sverre",en,Right to adequate food|Food policies|Kampala|Mothers role|Poverty,VDP::Medisinske Fag: 700::Helsefag: 800::Ernæring: 811,2013,HV - Master i Samfunnsernæring,HV,Fakultet for helsefag,SHA,Institutt for sykepleie og helsefremmende arbeid,Master i Samfunnsernæring,eng
Cardiovascular and metabolic risk factors in a healthy Norwegian child population: The Health Oriented Pedagogical Project (HOPP) - a cross-sectional study,https://hdl.handle.net/10642/6717,"Deng, Wei Hai","Fredriksen, Per Morten|Brevik, Asgeir",en,Cardiometabolic risk|Clustering|Cardiovascular diseases|Children|Risk factors|Norway,,2018,HV - Master i Samfunnsernæring,HV,Fakultet for helsefag,SHA,Institutt for sykepleie og helsefremmende arbeid,Master i Samfunnsernæring,eng
Kosttilskudd og helsekompetanse hos personer med muskelskjelettplager og/eller revmatisk sykdom: En tverrsnittsundersøkelse,https://hdl.handle.net/11250/2770654,"Jacobzon, Linnea Beatrice|Berg, Marthe Emilie","Molin, Marianne|Kvæl, Linda",nb,Kosttilskudd|Helsekompetanse|Muskelskjelettplager|Revmatisme,,2021,HV - Master i Samfunnsernæring,HV,Fakultet for helsefag,SHA,Institutt for sykepleie og helsefremmende arbeid,Master i Samfunnsernæring,nor
"Challenges with iron deficiency anemia among women of reproductive age in Saharawi refugee camps, Tindouf Algeria",https://hdl.handle.net/10642/734,"Sun, Yishu","Barikmo, Ingrid",en,Nutrition|Iron deficiency anemia|Women|Saharawi|Refugee camps|Ernæring|Jernmangel|Kvinner|Flyktningeleire|Sahara,VDP::Medical disciplines: 700::Health sciences: 800::Nutrition: 811,2010,HV - Master i Samfunnsernæring,HV,Fakultet for helsefag,SHA,Institutt for sykepleie og helsefremmende arbeid,Master i Samfunnsernæring,eng
